state,city,station,latitude,longitude,last_update,CO,NH3,NO2,OZONE,PM10,PM2.5,SO2
Rajasthan,Sirohi,"Vedhaynath Colony, Sirohi - RSPCB",24.885261,72.857549,2026-08-23 10:00:00,8.0,2.0,7.0,25.0,74.0,29.0,5.0
Rajasthan,Sri Ganganagar,"Old City, Sri Ganganagar - RSPCB",29.931624,73.864511,2026-08-23 10:00:00,23.0,7.0,24.0,14.0,99.0,19.0,5.0
Rajasthan,Tonk,"Shastri Nagar, Tonk - RSPCB",26.159933,75.780517,2026-08-23 10:00:00,41.0,12.0,10.0,24.0,129.0,56.0,2.0
Rajasthan,Udaipur,"Ashok Nagar, Udaipur - RSPCB",24.5886166,73.6321397,2026-08-23 10:00:00,18.0,3.0,41.0,21.0,90.0,85.0,1.0
Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",27.33853,88.614099,2026-08-23 10:00:00,2.0,1.0,8.0,1.0,,,1.0
Tamil Nadu,Chennai,"Arumbakkam, Chennai - TNPCB",13.0664,80.2112,2026-08-23 10:00:00,,2.0,18.0,,82.0,34.0,2.0
Tamil Nadu,Chennai,"Kodungaiyur, Chennai - TNPCB",13.1278,80.2642,2026-08-23 10:00:00,31.0,4.0,14.0,30.0,58.0,36.0,6.0
Tamil Nadu,Chennai,"Manali Village, Chennai - TNPCB",13.1662,80.2584,2026-08-23 10:00:00,39.0,1.0,19.0,217.0,45.0,30.0,17.0
Tamil Nadu,Chennai,"Manali, Chennai - CPCB",13.164544,80.26285,2026-08-23 10:00:00,33.0,6.0,11.0,9.0,69.0,28.0,6.0
Tamil Nadu,Chennai,"Perungudi, Chennai - TNPCB",12.9533,80.2357,2026-08-23 10:00:00,35.0,0.0,7.0,1.0,115.0,10.0,4.0
Tamil Nadu,Chennai,"Royapuram, Chennai - TNPCB",13.1036,80.2909,2026-08-23 10:00:00,48.0,4.0,13.0,28.0,62.0,46.0,6.0
Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",13.0052189,80.2398125,2026-08-23 10:00:00,,4.0,12.0,9.0,98.0,54.0,4.0
Tamil Nadu,Coimbatore,"SIDCO Kurichi, Coimbatore - TNPCB",10.942451,76.978996,2026-08-23 10:00:00,31.0,1.0,22.0,20.0,13.0,,27.0
Tamil Nadu,Cuddalore,"Kudikadu, Cuddalore - TNPCB",11.6829898,79.7532099,2026-08-23 10:00:00,,,,10.0,,26.0,23.0
Tamil Nadu,Cuddalore,"Semmandalam, Cuddalore - TNPCB",11.7637683,79.7499835,2026-08-23 10:00:00,,,,2.0,,,
Tamil Nadu,Gummidipoondi,"Anthoni Pillai Nagar, Gummidipoondi - TNPCB",13.4127,80.1081,2026-08-23 10:00:00,,1.0,20.0,,102.0,82.0,21.0
Tamil Nadu,Thoothukudi,"Meelavittan, Thoothukudi - TNPCB",8.816428,78.099039,2026-08-23 10:00:00,39.0,,15.0,30.0,65.0,,11.0
Telangana,Hyderabad,"Central University, Hyderabad - TSPCB",17.460103,78.334361,2026-08-23 10:00:00,20.0,3.0,17.0,11.0,14.0,16.0,6.0
Telangana,Hyderabad,"ECIL Kapra, Hyderabad - TSPCB",17.470431,78.566959,2026-08-23 10:00:00,22.0,2.0,9.0,15.0,49.0,42.0,9.0
Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",17.5184,78.278777,2026-08-23 10:00:00,11.0,2.0,14.0,10.0,47.0,16.0,11.0
Telangana,Hyderabad,"IDA Pashamylaram, Hyderabad - TSPCB",17.5316895,78.218939,2026-08-23 10:00:00,25.0,1.0,21.0,41.0,52.0,31.0,10.0
Telangana,Hyderabad,"IITH Kandi, Hyderabad - TSPCB",17.585705,78.126199,2026-08-23 10:00:00,22.0,3.0,14.0,14.0,56.0,44.0,9.0
Telangana,Hyderabad,"Kokapet, Hyderabad - TSPCB",17.393559,78.339194,2026-08-23 10:00:00,18.0,3.0,13.0,14.0,52.0,37.0,8.0
Telangana,Hyderabad,"Kompally Municipal Office, Hyderabad - TSPCB",17.544899,78.486949,2026-08-23 10:00:00,16.0,3.0,15.0,8.0,57.0,33.0,5.0
Telangana,Hyderabad,"New Malakpet, Hyderabad - TSPCB",17.37206,78.50864,2026-08-23 10:00:00,19.0,3.0,14.0,16.0,53.0,37.0,9.0
Telangana,Hyderabad,"Ramachandrapuram, Hyderabad - TSPCB",17.528544,78.286195,2026-08-23 10:00:00,21.0,3.0,13.0,21.0,59.0,36.0,12.0
Telangana,Hyderabad,"Sanathnagar, Hyderabad - TSPCB",17.4559458,78.4332152,2026-08-23 10:00:00,35.0,,52.0,65.0,,43.0,8.0
Telangana,Hyderabad,"Somajiguda, Hyderabad - TSPCB",17.417094,78.457437,2026-08-23 10:00:00,10.0,3.0,18.0,18.0,54.0,48.0,8.0
Telangana,Hyderabad,"Zoo Park, Hyderabad - TSPCB",17.349694,78.451437,2026-08-23 10:00:00,40.0,2.0,8.0,4.0,33.0,31.0,2.0
Tripura,Agartala,"Bardowali, Agartala - Tripura SPCB",23.8175497,91.2726974,2026-08-23 10:00:00,23.0,,13.0,3.0,54.0,35.0,13.0
Uttar Pradesh,Agra,"Manoharpur, Agra - UPPCB",27.23711,78.01936,2026-08-23 10:00:00,20.0,2.0,31.0,6.0,71.0,96.0,64.0
Uttar Pradesh,Agra,"Rohta, Agra - UPPCB",27.106972,78.000111,2026-08-23 10:00:00,25.0,6.0,16.0,15.0,66.0,29.0,15.0
Uttar Pradesh,Agra,"Sanjay Palace, Agra - UPPCB",27.19865833,78.00598056,2026-08-23 10:00:00,38.0,,8.0,4.0,66.0,60.0,7.0
Uttar Pradesh,Agra,"Sector-3B Avas Vikas Colony, Agra - UPPCB",27.19412,77.96237,2026-08-23 10:00:00,7.0,7.0,35.0,13.0,62.0,44.0,26.0
Uttar Pradesh,Agra,"Shahjahan Garden, Agra - UPPCB",27.169338,78.03582,2026-08-23 10:00:00,22.0,1.0,26.0,1.0,38.0,26.0,76.0
Uttar Pradesh,Agra,"Shastripuram, Agra - UPPCB",27.19862,77.92066,2026-08-23 10:00:00,16.0,3.0,54.0,3.0,,38.0,56.0
Uttar Pradesh,Baghpat,"Sardar Patel Inter College, Baghpat - UPPCB",28.964949,77.278761,2026-08-23 10:00:00,9.0,2.0,17.0,33.0,72.0,33.0,8.0
Uttar Pradesh,Baraut,"Nagar Palika Parishad, Baraut - UPPCB",29.09956,77.26235,2026-08-23 10:00:00,5.0,,16.0,3.0,86.0,112.0,2.0
Uttar Pradesh,Bareilly,"Civil Lines, Bareilly - UPPCB",28.359581,79.414455,2026-08-23 10:00:00,30.0,0.0,8.0,,30.0,34.0,37.0
Uttar Pradesh,Bareilly,"Rajendra Nagar, Bareilly - UPPCB",28.38910936,79.42963708,2026-08-23 10:00:00,24.0,1.0,9.0,,46.0,42.0,4.0
Uttar Pradesh,Bulandshahr,"Yamunapuram, Bulandshahr - UPPCB",28.406963,77.849831,2026-08-23 10:00:00,29.0,9.0,11.0,31.0,76.0,30.0,7.0
Uttar Pradesh,Fatehpur Sikri,"Dadupura, Fatehpur Sikri - UPPCB",27.097694,77.671335,2026-08-23 10:00:00,11.0,2.0,8.0,10.0,67.0,55.0,11.0
Uttar Pradesh,Firozabad,"Nagla Bhau, Firozabad - UPPCB",27.168897,78.37696,2026-08-23 10:00:00,37.0,2.0,17.0,15.0,,,34.0
Uttar Pradesh,Firozabad,"Vibhab Nagar, Firozabad - UPPCB",27.1594,78.3953,2026-08-23 10:00:00,25.0,7.0,15.0,1.0,,,5.0
Uttar Pradesh,Gajraula,"Rajanpur, Gajraula - UPPCB",28.829109,78.248796,2026-08-23 10:00:00,58.0,2.0,7.0,4.0,52.0,43.0,11.0
Uttar Pradesh,Ghaziabad,"Govindpuram, Ghaziabad - UPPCB",28.694528,77.494705,2026-08-23 10:00:00,27.0,2.0,44.0,18.0,32.0,33.0,1.0
Uttar Pradesh,Ghaziabad,"Indirapuram, Ghaziabad - UPPCB",28.646233,77.358075,2026-08-23 10:00:00,17.0,6.0,24.0,24.0,58.0,53.0,11.0
Uttar Pradesh,Ghaziabad,"Loni, Ghaziabad - UPPCB",28.757294,77.278792,2026-08-23 10:00:00,38.0,4.0,38.0,20.0,130.0,84.0,15.0
Uttar Pradesh,Ghaziabad,"Sanjay Nagar, Ghaziabad - UPPCB",28.685382,77.453839,2026-08-23 10:00:00,33.0,9.0,28.0,25.0,31.0,30.0,11.0
Uttar Pradesh,Ghaziabad,"Vasundhara, Ghaziabad - UPPCB",28.6603346,77.3572563,2026-08-23 10:00:00,37.0,7.0,31.0,37.0,114.0,56.0,
Uttar Pradesh,Ghaziabad,"Ved Vihar-Loni, Ghaziabad - UPPCB",28.739153,77.273668,2026-08-23 10:00:00,87.0,9.0,25.0,7.0,86.0,79.0,7.0
Uttar Pradesh,Ghaziabad,"Wave City, Ghaziabad - UPPCB",28.646675,77.489049,2026-08-23 10:00:00,47.0,,17.0,7.0,,,3.0
Uttar Pradesh,Gorakhpur,"Madan Mohan Malaviya University of Technology, Gorakhpur - UPPCB",26.730136,83.433859,2026-08-23 10:00:00,6.0,1.0,11.0,40.0,60.0,86.0,48.0
Uttar Pradesh,Greater Noida,"Knowledge Park - III, Greater Noida - UPPCB",28.47272,77.482,2026-08-23 10:00:00,45.0,8.0,24.0,32.0,63.0,45.0,8.0
Uttar Pradesh,Greater Noida,"Knowledge Park - V, Greater Noida - UPPCB",28.557054,77.453663,2026-08-23 10:00:00,14.0,5.0,25.0,17.0,134.0,48.0,8.0
Uttar Pradesh,Jhansi,"Shivaji Nagar, Jhansi - UPPCB",25.4547,78.6039,2026-08-23 10:00:00,10.0,4.0,6.0,6.0,56.0,,24.0
Uttar Pradesh,Kanpur,"FTI Kidwai Nagar, Kanpur - UPPCB",26.428282,80.327067,2026-08-23 10:00:00,33.0,3.0,26.0,11.0,56.0,51.0,
Uttar Pradesh,Kanpur,"NSI Kalyanpur, Kanpur - UPPCB",26.509954,80.249612,2026-08-23 10:00:00,15.0,2.0,31.0,21.0,50.0,36.0,24.0
Uttar Pradesh,Kanpur,"Nehru Nagar, Kanpur - UPPCB",26.4703136,80.3229863,2026-08-23 10:00:00,50.0,,47.0,8.0,24.0,27.0,11.0
Uttar Pradesh,Khora,"Prashant Garden, Khora - UPPCB",28.61119,77.34206,2026-08-23 10:00:00,43.0,5.0,19.0,6.0,83.0,93.0,4.0
Uttar Pradesh,Khurja,"Kalindi Kunj, Khurja - UPPCB",28.2348927,77.8683002,2026-08-23 10:00:00,48.0,1.0,12.0,11.0,72.0,33.0,10.0
Uttar Pradesh,Lucknow,"B R Ambedkar University, Lucknow - UPPCB",26.766433,80.927299,2026-08-23 10:00:00,24.0,3.0,12.0,35.0,121.0,74.0,37.0
Uttar Pradesh,Lucknow,"Gomti Nagar, Lucknow - UPPCB",26.86812,81.005119,2026-08-23 10:00:00,39.0,,9.0,41.0,27.0,27.0,11.0
Uttar Pradesh,Lucknow,"Kendriya Vidyalaya, Lucknow - CPCB",26.906111,80.948222,2026-08-23 10:00:00,38.0,12.0,22.0,27.0,43.0,34.0,7.0
Uttar Pradesh,Lucknow,"Kukrail Picnic Spot-1, Lucknow - UPPCB",26.90723,80.98579,2026-08-23 10:00:00,15.0,6.0,32.0,10.0,36.0,30.0,32.0
Uttar Pradesh,Lucknow,"Lalbagh, Lucknow - CPCB",26.8458805,80.9365541,2026-08-23 10:00:00,32.0,12.0,20.0,19.0,33.0,26.0,5.0
Uttar Pradesh,Lucknow,"Talkatora District Industries Center, Lucknow - CPCB",26.83399722,80.8917361,2026-08-23 10:00:00,8.0,12.0,17.0,14.0,33.0,29.0,17.0
Uttar Pradesh,Mathura,"Pali Dungra, Mathura - UPPCB",27.410954,77.550619,2026-08-23 10:00:00,22.0,1.0,5.0,7.0,53.0,20.0,8.0
Uttar Pradesh,Meerut,"Ganga Nagar, Meerut - UPPCB",28.999264,77.7590354,2026-08-23 10:00:00,40.0,6.0,31.0,45.0,41.0,33.0,26.0
Uttar Pradesh,Meerut,"Jai Bhim Nagar, Meerut - UPPCB",28.9535882,77.7622941,2026-08-23 10:00:00,14.0,11.0,14.0,36.0,26.0,20.0,10.0
Uttar Pradesh,Meerut,"MIET College, Meerut - UPPCB",28.972677,77.641018,2026-08-23 10:00:00,51.0,6.0,43.0,16.0,,,2.0
Uttar Pradesh,Meerut,"Pallavpuram Phase 2, Meerut - UPPCB",29.06351,77.709723,2026-08-23 10:00:00,25.0,7.0,27.0,21.0,48.0,49.0,13.0
Uttar Pradesh,Modinagar,"SRM University, Modinagar - UPPCB",28.798171,77.540243,2026-08-23 10:00:00,17.0,3.0,17.0,8.0,67.0,52.0,13.0
Uttar Pradesh,Moradabad,"Buddhi Vihar, Moradabad - UPPCB",28.83526,78.7446,2026-08-23 10:00:00,28.0,5.0,29.0,21.0,39.0,23.0,34.0
Uttar Pradesh,Moradabad,"Eco Herbal Park, Moradabad - UPPCB",28.840739,78.697531,2026-08-23 10:00:00,18.0,7.0,20.0,19.0,32.0,30.0,20.0
Uttar Pradesh,Moradabad,"Employment Office, Moradabad - UPPCB",28.88528,78.7388,2026-08-23 10:00:00,12.0,3.0,23.0,30.0,40.0,50.0,32.0
Uttar Pradesh,Moradabad,"Jigar Colony, Moradabad - UPPCB",28.856664,78.772638,2026-08-23 10:00:00,40.0,6.0,25.0,22.0,43.0,32.0,50.0
Uttar Pradesh,Moradabad,"Kashiram Nagar, Moradabad - UPPCB",28.849399,78.742362,2026-08-23 10:00:00,38.0,4.0,25.0,16.0,,47.0,46.0
Uttar Pradesh,Moradabad,"Transport Nagar, Moradabad - UPPCB",28.802625,78.753728,2026-08-23 10:00:00,44.0,5.0,24.0,62.0,58.0,,20.0
Uttar Pradesh,Muzaffarnagar,"New Mandi, Muzaffarnagar - UPPCB",29.4723508,77.7194031,2026-08-23 10:00:00,40.0,3.0,33.0,38.0,67.0,63.0,16.0
Uttar Pradesh,Noida,"Sector - 125, Noida - UPPCB",28.5447608,77.3231257,2026-08-23 10:00:00,8.0,11.0,31.0,21.0,146.0,88.0,8.0
Uttar Pradesh,Noida,"Sector - 62, Noida - IITM",28.6245479,77.3577104,2026-08-23 10:00:00,18.0,,29.0,30.0,86.0,63.0,
Uttar Pradesh,Noida,"Sector-1, Noida - UPPCB",28.5898,77.3101,2026-08-23 10:00:00,34.0,11.0,24.0,23.0,99.0,46.0,9.0
Uttar Pradesh,Noida,"Sector-116, Noida - UPPCB",28.56923,77.393848,2026-08-23 10:00:00,39.0,13.0,21.0,48.0,124.0,107.0,11.0
Uttar Pradesh,Prayagraj,"Jhunsi, Prayagraj - UPPCB",25.425602,81.917152,2026-08-23 10:00:00,25.0,6.0,6.0,29.0,59.0,16.0,61.0
Uttar Pradesh,Prayagraj,"Motilal Nehru NIT, Prayagraj - UPPCB",25.494,81.863,2026-08-23 10:00:00,4.0,8.0,12.0,13.0,42.0,17.0,20.0
Uttar Pradesh,Prayagraj,"Nagar Nigam, Prayagraj - UPPCB",25.44919916,81.82735986,2026-08-23 10:00:00,19.0,7.0,5.0,13.0,46.0,12.0,73.0
Uttar Pradesh,Raebareli," Indira Nagar, Raebareli - NTPC Unchahar",26.207781,81.245571,2026-08-23 10:00:00,52.0,,,2.0,66.0,44.0,
Uttar Pradesh,Shamli,"New Tehsil, Shamli - UPPCB",29.4603683,77.3410291,2026-08-23 10:00:00,70.0,1.0,10.0,17.0,43.0,31.0,3.0
Uttar Pradesh,Varanasi,"Ardhali Bazar, Varanasi - UPPCB",25.3505986,82.9083074,2026-08-23 10:00:00,14.0,,22.0,14.0,57.0,42.0,5.0
Uttar Pradesh,Varanasi,"Bhelupur, Varanasi - UPPCB",25.301778,82.996789,2026-08-23 10:00:00,10.0,1.0,8.0,8.0,76.0,67.0,23.0
Uttar Pradesh,Varanasi,"IESD Banaras Hindu University, Varanasi - UPPCB",25.262326,82.995408,2026-08-23 10:00:00,3.0,0.0,2.0,25.0,45.0,,28.0
Uttar Pradesh,Varanasi,"Maldahiya, Varanasi - UPPCB",25.32393,82.99687,2026-08-23 10:00:00,15.0,,,4.0,,,
Uttar Pradesh,Vrindavan,"Omex Eternity, Vrindavan - UPPCB",27.571409,77.655757,2026-08-23 10:00:00,4.0,8.0,27.0,16.0,,,27.0
Uttarakhand,Dehradun,"Doon University, Dehradun - UKPCB",30.269444,78.044167,2026-08-23 10:00:00,11.0,,2.0,17.0,49.0,52.0,1.0
Uttarakhand,Kashipur,"Govt. Girls Inter College, Kashipur - UKPCB",29.2124114,78.9611753,2026-08-23 10:00:00,13.0,,,,,,
Uttarakhand,Rishikesh,"Shivaji Nagar, Rishikesh - UKPCB",30.075911,78.2859547,2026-08-23 10:00:00,37.0,8.0,7.0,15.0,9.0,2.0,1.0
West Bengal,Asansol,"Asansol Court Area, Asansol - WBPCB",23.685297,86.945968,2026-08-23 10:00:00,46.0,5.0,36.0,14.0,53.0,51.0,13.0
West Bengal,Asansol,"Evelyn Lodge, Asansol - WBPCB",23.697936,86.944395,2026-08-23 10:00:00,43.0,7.0,16.0,5.0,63.0,41.0,77.0
West Bengal,Asansol,"Mahabir Colliery, Asansol - WBPCB",23.618183,87.105718,2026-08-23 10:00:00,33.0,0.0,2.0,8.0,52.0,53.0,3.0
West Bengal,Asansol,"Trivenidevi Bhalotia College, Asansol - WBPCB",23.616515,87.119133,2026-08-23 10:00:00,64.0,6.0,8.0,7.0,34.0,38.0,44.0
West Bengal,Barrackpore,"SVSPA Campus, Barrackpore - WBPCB",22.7605581,88.3617589,2026-08-23 10:00:00,47.0,7.0,11.0,5.0,45.0,35.0,12.0
West Bengal,Durgapur,"Mahishkapur Road_B-Zone, Durgapur - WBPCB",23.567923,87.306843,2026-08-23 10:00:00,35.0,0.0,7.0,13.0,63.0,37.0,2.0
West Bengal,Durgapur,"PCBL Residential Complex, Durgapur - WBPCB",23.508764,87.35444,2026-08-23 10:00:00,44.0,4.0,84.0,,48.0,43.0,12.0
West Bengal,Durgapur,"Womens College_City Center, Durgapur - WBPCB",23.549395,87.300496,2026-08-23 10:00:00,27.0,3.0,23.0,8.0,111.0,49.0,12.0
West Bengal,Haldia,"Priyambada Housing Estate, Haldia - WBPCB",22.06047,88.109737,2026-08-23 10:00:00,25.0,12.0,12.0,27.0,51.0,23.0,12.0
West Bengal,Howrah,"Belur Math, Howrah - WBPCB",22.629801,88.352017,2026-08-23 10:00:00,11.0,4.0,17.0,9.0,49.0,33.0,9.0
West Bengal,Howrah,"Botanical Garden, Howrah - WBPCB",22.554954,88.292568,2026-08-23 10:00:00,6.0,0.0,21.0,14.0,52.0,39.0,2.0
West Bengal,Howrah,"Dasnagar, Howrah - WBPCB",22.6025571,88.3105664,2026-08-23 10:00:00,35.0,1.0,4.0,14.0,51.0,54.0,8.0
West Bengal,Howrah,"Ghusuri, Howrah - WBPCB",22.611968,88.347422,2026-08-23 10:00:00,22.0,2.0,49.0,21.0,66.0,38.0,8.0
West Bengal,Howrah,"Padmapukur, Howrah - WBPCB",22.5687319,88.2797276,2026-08-23 10:00:00,54.0,10.0,12.0,13.0,67.0,25.0,5.0
West Bengal,Kolkata,"Ballygunge, Kolkata - WBPCB",22.5367507,88.3638022,2026-08-23 10:00:00,13.0,8.0,21.0,16.0,46.0,30.0,7.0
West Bengal,Kolkata,"Bidhannagar, Kolkata - WBPCB",22.58157048,88.41002457,2026-08-23 10:00:00,40.0,5.0,13.0,10.0,44.0,25.0,8.0
West Bengal,Kolkata,"Fort William, Kolkata - WBPCB",22.55664,88.342674,2026-08-23 10:00:00,14.0,7.0,18.0,36.0,38.0,36.0,5.0
West Bengal,Kolkata,"Jadavpur, Kolkata - WBPCB",22.49929,88.36917,2026-08-23 10:00:00,20.0,12.0,38.0,13.0,53.0,49.0,5.0
West Bengal,Kolkata,"Rabindra Bharati University, Kolkata - WBPCB",22.627847,88.380669,2026-08-23 10:00:00,28.0,7.0,22.0,14.0,38.0,45.0,8.0
West Bengal,Kolkata,"Rabindra Sarobar, Kolkata - WBPCB",22.51106,88.35142,2026-08-23 10:00:00,17.0,6.0,10.0,11.0,29.0,26.0,7.0
West Bengal,Kolkata,"Victoria, Kolkata - WBPCB",22.5448082,88.3403691,2026-08-23 10:00:00,31.0,6.0,30.0,34.0,92.0,42.0,5.0
West Bengal,Siliguri,"Ward-32 Bapupara, Siliguri - WBPCB",26.6879226,88.4152495,2026-08-23 10:00:00,23.0,15.0,120.0,17.0,35.0,22.0,13.0
